mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
1,3,FAMILIAR,28,6456,3,12,5000,12236.88,12166.26,208,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,34,3779,0,12,1660,10153.77,6352.22,190,Lima,1,UNIVERSITARIA
1,2,FAMILIAR,41,4995,7,12,3800,15635,27421.08,219,Lima,0,UNIVERSITARIA
0,0,PROPIA,45,7948,94,12,3170,6644.36,531.77,235,Lima,1,TECNICA
1,2,PROPIA,41,4337,0,12,3420.36,0,0,214,Pasco,1,SECUNDARIA
1,0,FAMILIAR,43,5421,0,12,2600,0,7639.39,197,Lima,0,TECNICA
0,0,FAMILIAR,37,4205,0,12,3500,0,0,202,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,26,4448,14,12,2000,2216.68,558.41,174,Lima,1,TECNICA
0,0,PROPIA,55,9562,92,12,6292,196.51,255.31,231,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,34,4478,25,12,6000,3000,57.62,202,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,42,8496,0,1,1900,2896.42,0,168,La Libertad,0,UNIVERSITARIA
1,0,PROPIA,43,9196,0,0,1800,1130.98,5865.07,197,La Libertad,1,UNIVERSITARIA
1,0,PROPIA,49,3695,0,12,5556.01,0,17021.19,216,Ucayali,0,TECNICA
1,0,PROPIA,49,5071,11,12,735.22,3428,74.44,199,Ucayali,1,TECNICA
0,0,FAMILIAR,25,3868,18,12,1295.31,2875,813.78,193,Lima,0,UNIVERSITARIA
1,0,PROPIA,36,4174,0,0,6000,14100.73,10011.39,201,La Libertad,0,UNIVERSITARIA
1,20,PROPIA,27,3626,43,12,2171,3566,17133.31,205,Lima,0,TECNICA
1,0,FAMILIAR,25,3309,0,9,1153.5,0,4394.8,169,Ucayali,0,TECNICA
0,0,FAMILIAR,27,3723,12,12,1533.41,1700,10165.39,185,Cajamarca,0,UNIVERSITARIA
1,0,FAMILIAR,29,6456,21,12,8900,16973.66,1746.81,229,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,57,4782,24,12,1500,0,1164.75,204,Cajamarca,0,UNIVERSITARIA
1,238,FAMILIAR,40,4629,17,0,10000,25526.76,25526.76,185,Lima,4,UNIVERSITARIA
0,1,PROPIA,48,11032,0,12,4206.58,2075.68,33030.44,216,Junin,1,TECNICA
1,1,FAMILIAR,28,3534,0,12,2824.63,1500,9280.7,211,Callao,1,TECNICA
0,0,FAMILIAR,33,7948,102,12,6500,46919.49,26.04,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,4113,15,12,4200,186.22,1075.17,200,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,27,3589,0,12,7230.88,0,22391.02,186,Arequipa,0,TECNICA
1,4,FAMILIAR,47,7431,102,12,7000,40125.19,21365.99,205,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,29,4964,48,12,6989.4,16399.64,0,193,Lima,1,UNIVERSITARIA
0,0,PROPIA,43,5589,24,12,2500,600,6175.08,216,Lima,0,TECNICA
1,0,FAMILIAR,44,6456,30,12,1706.5,13580.32,80.65,197,Callao,0,TECNICA
1,1,FAMILIAR,41,3570,52,12,3784.12,0,0,190,La Libertad,0,TECNICA
1,0,PROPIA,60,17293,3,12,4715.77,1902.99,1963.16,219,Lima,0,TECNICA
1,0,FAMILIAR,25,3595,0,12,985.48,0,5363.48,162,Huanuco,0,TECNICA
0,20,FAMILIAR,26,3290,25,6,2077.57,5950,388.09,201,Lima,1,UNIVERSITARIA
0,25,FAMILIAR,39,4746,11,12,695.45,900,0,194,Callao,2,TECNICA
1,0,PROPIA,49,15009,0,12,4100,1297.41,0,224,Moquegua,0,UNIVERSITARIA
1,54,PROPIA,44,4200,28,12,2073.39,0,0,207,Lima,2,UNIVERSITARIA
0,2,FAMILIAR,29,4904,0,12,905.76,350,1814.11,194,Lima,0,TECNICA
0,0,FAMILIAR,28,4660,6,12,1800,3899.74,3598.66,183,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,25,4325,15,12,5600,0,30253.4,166,Arequipa,0,TECNICA
1,0,FAMILIAR,40,4995,0,5,6000,5000,57094.38,214,Huanuco,0,SECUNDARIA
0,0,FAMILIAR,29,6090,94,12,5250,22647.71,8401.63,214,Lima,0,UNIVERSITARIA
0,2,FAMILIAR,32,4873,0,12,2000.74,19244.14,4245.13,180,Lima,0,TECNICA
1,2,FAMILIAR,32,5737,65,12,2133.35,1400,8891.26,180,Lima,1,TECNICA
1,0,PROPIA,36,4113,64,12,23145,23493.95,57094.38,216,Lima,3,UNIVERSITARIA
1,0,FAMILIAR,37,4874,12,12,2457.77,2277.5,731.73,208,Callao,0,UNIVERSITARIA
1,19,PROPIA,26,5694,0,12,30000,29500,0,225,Piura,1,UNIVERSITARIA
0,0,FAMILIAR,40,6456,0,12,2100,2327.28,0,216,Lima,1,TECNICA
1,1,PROPIA,30,5071,0,12,954.05,0,3493.94,194,Ucayali,0,SECUNDARIA
1,13,FAMILIAR,46,7186,0,10,1800,0,0,186,Lima,1,TECNICA
1,0,FAMILIAR,52,5635,10,12,4500,0,7203.22,198,Cajamarca,0,UNIVERSITARIA
1,0,FAMILIAR,31,3899,0,3,1900,854.7,1596.7,188,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,51,5574,0,12,1028.63,0,4849.98,180,La Libertad,0,TECNICA
0,0,PROPIA,64,6121,94,12,2200,2584.41,0,261,Lima,1,SECUNDARIA
1,18,FAMILIAR,48,9378,0,4,2109.29,2346.06,1569.84,205,La Libertad,1,UNIVERSITARIA
0,0,FAMILIAR,36,7096,9,0,4750,67853.78,1732.59,202,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,27,3718,23,12,4000,13796.8,0,193,Lima,0,UNIVERSITARIA
1,1,PROPIA,59,3960,9,12,2080,3550,8541.23,218,Lima,0,TECNICA
1,22,FAMILIAR,26,5909,21,12,1772.94,7458.38,445.35,174,Ica,0,TECNICA
1,1,FAMILIAR,24,4029,0,12,1017.82,0,0,154,Ica,0,SECUNDARIA
1,0,FAMILIAR,26,5482,25,12,1630,4167.95,2194.89,172,Lima,1,TECNICA
1,0,FAMILIAR,26,4964,48,12,2300,1340.63,0,206,Lima,0,UNIVERSITARIA
0,1,PROPIA,50,6090,88,12,9000,47978.75,7342.61,204,Lima,2,UNIVERSITARIA
1,24,FAMILIAR,23,4478,27,12,3500,1917.55,4588.04,185,Lima,3,UNIVERSITARIA
1,0,FAMILIAR,30,3779,20,12,13830,8000,15011.67,200,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,38,4651,0,7,2000,0,3644.8,180,Lima,0,TECNICA
1,1,FAMILIAR,37,5257,0,12,623.94,1250,3150.9,199,Lima,0,UNIVERSITARIA
0,0,ALQUILADA,40,6090,0,12,2100,7224.36,0,204,Lima,1,UNIVERSITARIA
0,0,PROPIA,28,4748,72,12,8500,30868.7,4373.23,219,Cajamarca,1,UNIVERSITARIA
1,0,FAMILIAR,50,7431,0,11,2509,555.3,0,205,Lima,2,UNIVERSITARIA
1,6,FAMILIAR,38,7096,0,0,5000,2927.74,4874.77,167,La Libertad,0,UNIVERSITARIA
1,0,FAMILIAR,29,4690,20,12,4600,2550,1313.1,200,Lima,0,UNIVERSITARIA
1,1,ALQUILADA,52,7186,39,12,3099,2568.31,0,196,Ancash,0,TECNICA
1,1,FAMILIAR,32,4541,14,12,1458.37,3500,4419.65,183,Lima,0,UNIVERSITARIA
0,0,PROPIA,32,6821,0,8,5000,242.23,9481.83,162,Lambayeque,0,TECNICA
1,1,PROPIA,28,4267,0,12,1189.97,2414.85,2472.39,221,Lambayeque,1,UNIVERSITARIA
1,0,FAMILIAR,49,4904,0,0,3330,4056.98,11364.98,221,Lima,0,TECNICA
0,0,PROPIA,38,7520,111,12,12450,39070,70.57,240,Moquegua,0,UNIVERSITARIA
0,0,PROPIA,40,8251,87,12,30000,54636.69,4059.87,224,Lima,0,UNIVERSITARIA
0,0,PROPIA,54,10383,115,12,30000,121543.4,42086.76,212,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,31,3899,0,9,1250,3519.78,4142.36,183,Junin,0,UNIVERSITARIA
1,0,PROPIA,39,4721,24,12,24000,8375.66,794.41,221,Ancash,0,UNIVERSITARIA
1,0,PROPIA,28,4417,0,12,2870,0,13452.01,219,Lima,0,UNIVERSITARIA
0,2,PROPIA,38,4534,0,12,2200,1000,2191.17,211,Huanuco,0,SECUNDARIA
1,0,PROPIA,41,5725,92,12,12994,14560.38,3815.88,219,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,35,5817,45,12,1415,9752.63,914.9,182,Lima,1,UNIVERSITARIA
1,6,FAMILIAR,33,4782,31,12,1800,2123.38,0,181,Lima,2,UNIVERSITARIA
0,0,PROPIA,30,3352,64,12,7500,30223,5622.63,214,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,37,3813,0,12,806.09,0,1162.6,170,Lima,0,TECNICA
1,1,FAMILIAR,40,4509,0,12,1100,0,1719.39,177,Ica,4,TECNICA
1,7,FAMILIAR,33,5909,41,12,1000,4820,0,202,Lima,2,UNIVERSITARIA
1,0,FAMILIAR,31,5452,0,12,1360,0,2578.47,175,Junin,0,TECNICA
0,9,FAMILIAR,43,10077,84,12,5000,22112.44,3897.68,218,Lima,2,UNIVERSITARIA
1,0,FAMILIAR,52,6487,0,12,3137.25,0,1087.33,197,Cajamarca,4,TECNICA
1,0,FAMILIAR,32,3687,10,12,2000,22517.36,85.94,181,Callao,0,UNIVERSITARIA
1,0,FAMILIAR,34,3595,38,12,1000,14082.73,775.39,195,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,22,3718,0,12,750,709.98,3304.27,156,Piura,0,TECNICA
1,0,FAMILIAR,34,6031,51,12,2500,2965.82,1477.92,188,Lambayeque,1,UNIVERSITARIA
1,11,FAMILIAR,36,7886,0,0,1400,0,0,186,Piura,0,UNIVERSITARIA
1,7,FAMILIAR,31,7917,0,12,4000,0,0,219,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,46,4325,0,12,1500,0,0,182,Lima,0,TECNICA
0,0,FAMILIAR,33,3779,10,12,2800,14304.04,2477.97,212,Lima,0,UNIVERSITARIA
1,1,FAMILIAR,26,4140,7,12,673.73,1200,5383.63,169,Lima,1,TECNICA
1,0,FAMILIAR,25,5056,15,12,2100,0,592.8,200,Lima,0,TECNICA
1,0,FAMILIAR,31,5179,0,12,3000,391.43,11187.71,185,Lambayeque,0,TECNICA
1,0,PROPIA,44,4325,6,11,9000,1621.51,247.11,216,Ica,2,TECNICA
1,0,ALQUILADA,38,6059,44,12,2650,4800,10049.04,196,Ayacucho,0,UNIVERSITARIA
0,2,PROPIA,24,4606,0,12,1790.24,0,3260.1,175,Ica,0,TECNICA
1,0,FAMILIAR,24,3840,9,12,2942.37,800,307.39,183,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,27,6456,7,12,6600,10765.5,2142.08,190,Lima,0,TECNICA
1,2,FAMILIAR,21,4629,0,12,1355.38,0,5393.65,154,Pasco,0,SECUNDARIA
1,0,FAMILIAR,29,4509,16,12,1400,3400,807.49,180,Lima,1,UNIVERSITARIA
0,21,PROPIA,32,5560,45,12,2721.47,0,7771.35,211,Loreto,2,TECNICA
1,25,FAMILIAR,47,13395,99,6,3000,7947.62,893.63,185,Callao,1,UNIVERSITARIA
0,0,FAMILIAR,51,8162,92,12,10000,4124.92,3395.95,205,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,49,5360,0,12,2184.26,3250,1172.95,235,Lima,0,TECNICA
1,0,FAMILIAR,48,4539,14,12,3270,3545.42,6028.29,197,Piura,0,TECNICA
1,0,FAMILIAR,33,6382,31,12,2481.35,20899.5,3652.84,195,Lima,1,UNIVERSITARIA
0,0,PROPIA,44,5209,26,0,21000,22638.17,280.45,224,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,28,3960,7,12,2000,5225.15,5188.05,211,Lima,0,TECNICA
0,0,PROPIA,33,6000,79,12,5200,3084.13,1078.39,225,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,42,5329,85,12,10000,7914.07,0,205,Callao,1,UNIVERSITARIA
1,0,FAMILIAR,25,5301,6,12,1280,2691.58,469.58,181,Lima,0,TECNICA
1,2,FAMILIAR,34,5482,15,4,890.12,500,3830.63,177,La Libertad,0,SECUNDARIA
1,0,FAMILIAR,28,3905,0,12,1400,0,1535.5,177,Lima,0,TECNICA
1,0,PROPIA,30,3321,80,12,19630,40943.74,57094.38,214,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,21,3229,0,8,1200,0,2431.26,156,Lima,0,TECNICA
1,4,PROPIA,50,4964,0,3,3500,14173.16,0,219,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,54,15587,87,12,24000,5406.83,3096.7,214,Lima,0,UNIVERSITARIA
0,0,PROPIA,39,6243,60,12,7800,15058.58,0,217,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,37,4539,13,12,1500,10860,6217.09,187,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,66,8343,8,12,15000,47314.18,0,213,Lima,0,UNIVERSITARIA
1,26,PROPIA,25,5939,0,12,729.27,26.16,190.44,196,Lima,0,TECNICA
0,2,FAMILIAR,24,4113,0,12,2700,4600,14092.07,193,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,41,5513,104,12,2855.54,48816.11,1003.83,205,Lima,2,UNIVERSITARIA
1,23,FAMILIAR,33,7247,19,5,2000,4963.86,782.29,160,Lima,1,TECNICA
1,0,PROPIA,39,6059,38,6,6545,30356.8,0,221,Lima,0,UNIVERSITARIA
1,0,PROPIA,31,4356,0,3,7000,17535.04,29147.47,233,Junin,1,UNIVERSITARIA
1,0,FAMILIAR,29,4904,17,0,1157.06,480.95,492.18,163,Loreto,0,UNIVERSITARIA
1,2,PROPIA,36,5909,0,12,1300,0,403.57,204,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,44,3960,0,12,879.26,2261.04,1636.48,185,Lima,0,TECNICA
1,2,FAMILIAR,27,4083,0,12,2500,0,6318.43,194,San Martin,0,UNIVERSITARIA
0,0,FAMILIAR,35,7217,82,12,8112,47100,57094.38,216,Lima,0,UNIVERSITARIA
1,0,ALQUILADA,31,7035,0,12,10675,4284.06,0,179,Callao,1,TECNICA
0,0,PROPIA,32,4410,0,12,2117.29,0,16776.77,211,Ica,0,TECNICA
1,22,PROPIA,26,4196,24,12,887.72,1000,62.15,188,Ica,1,TECNICA
1,1,PROPIA,27,3892,0,12,1672.96,0,8116.97,232,Loreto,0,UNIVERSITARIA
1,0,PROPIA,53,3960,106,12,4300,28750,360.15,243,Lima,0,UNIVERSITARIA
1,17,PROPIA,52,6076,0,12,860.37,500,3919.59,202,Lima,1,UNIVERSITARIA
1,0,PROPIA,31,4233,64,0,148,13110,44007.42,197,Lima,1,UNIVERSITARIA
1,0,PROPIA,33,4356,15,1,1424,1290.72,638.27,204,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,44,9318,79,12,7500,4633.02,0,189,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,24,5554,0,12,1434.17,500,3823.08,164,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,58,10779,0,12,1600,3400,6332.89,200,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,32,4964,22,12,2000,5750,76.39,188,Ancash,1,UNIVERSITARIA
0,0,FAMILIAR,28,4813,34,12,7359,45283.2,522.51,200,Lima,0,UNIVERSITARIA
1,1,PROPIA,39,4843,0,12,3829.94,2580,10833.33,240,Arequipa,1,UNIVERSITARIA
1,1,FAMILIAR,23,4417,0,12,1404.54,3021.95,0,161,Lima,2,TECNICA
0,5,FAMILIAR,28,3595,76,0,3500,4843.53,37.61,175,Junin,0,UNIVERSITARIA
1,0,PROPIA,46,5970,0,11,1600,14569.65,0,194,Lambayeque,2,TECNICA
1,0,FAMILIAR,24,3959,0,10,737.65,2936.29,2967.66,169,Callao,0,TECNICA
1,1,PROPIA,23,3849,0,12,1133.52,0,1395.68,168,Lima,0,TECNICA
1,7,PROPIA,30,5329,31,12,752,5580.75,429.59,202,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,29,5301,31,12,4100,599.1,0,214,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,51,4375,13,12,1072.25,2750,3541.68,180,Lima,0,TECNICA
0,0,FAMILIAR,43,4000,69,12,2133.63,5729.66,2434.58,197,Lima,0,TECNICA
0,0,PROPIA,50,10534,103,12,4201.52,49672.2,9283.59,216,Lima,1,TECNICA
1,2,FAMILIAR,36,4325,0,12,2400,0,2371.66,185,Lima,0,UNIVERSITARIA
1,0,PROPIA,41,3764,0,12,1121.95,0,4940.62,194,Ucayali,0,TECNICA
0,0,PROPIA,40,8251,87,12,30000,54636.69,4059.87,224,Lima,0,UNIVERSITARIA
1,2,PROPIA,24,4598,0,12,1000,0,2322.47,175,Lambayeque,0,TECNICA
1,0,FAMILIAR,32,3840,48,12,3500,30048.77,12638.4,195,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,27,5482,29,12,1400,5083.4,0,200,Lima,0,UNIVERSITARIA
1,0,PROPIA,29,3706,41,11,5436.73,28584.76,1543.44,214,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,34,5725,0,12,2800,4004.44,0,197,Lima,0,UNIVERSITARIA
1,1,FAMILIAR,25,5179,0,12,1000,0,6258.29,169,Lima,0,TECNICA
0,0,FAMILIAR,28,3626,23,12,5500,17771,3711.62,200,Lima,1,UNIVERSITARIA
1,1,FAMILIAR,24,3718,0,12,1259.24,0,4358.34,156,Pasco,0,TECNICA
1,0,FAMILIAR,43,4264,93,11,1400,6650.67,0.87,197,Lima,1,UNIVERSITARIA
1,0,FAMILIAR,44,6456,30,12,1706.5,13580.32,80.65,197,Callao,0,TECNICA
0,0,PROPIA,28,4233,20,12,2600,7395,230.5,206,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,33,4995,9,8,5000,4150,3052.74,195,Ancash,0,UNIVERSITARIA
1,0,FAMILIAR,21,4325,0,12,982,914.02,4148.41,156,Piura,0,TECNICA
1,0,FAMILIAR,36,8647,29,0,1583,2971,0,186,Ica,0,UNIVERSITARIA
1,0,PROPIA,32,5179,77,12,5479.02,19687.2,0,219,Lima,2,UNIVERSITARIA
1,1,PROPIA,50,5452,72,12,30000,23676.62,3483.55,196,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,48,5666,0,12,1600,0,218.99,183,Pasco,0,SECUNDARIA
1,2,FAMILIAR,23,3905,0,12,817.5,0,1954.27,156,Ica,1,TECNICA
0,0,PROPIA,34,4052,75,12,4000,46550,0,233,Lima,0,UNIVERSITARIA
1,0,PROPIA,48,14797,99,5,6168.06,0,1895.86,217,Lima,0,UNIVERSITARIA
1,1,FAMILIAR,33,4539,0,12,1020.3,1300,2340.25,194,Lima,1,TECNICA
0,0,PROPIA,35,8101,24,12,5637,15679.32,876.22,235,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,44,3899,113,12,14583,105300,57094.38,185,Piura,0,UNIVERSITARIA
1,0,FAMILIAR,33,4083,0,7,1000,0,11836.39,175,Lima,0,TECNICA
1,0,PROPIA,34,5544,83,12,25000,14625.83,15903.85,221,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,36,4629,0,5,10000,5705,26365.37,213,Lima,1,TECNICA
1,1,FAMILIAR,22,3494,0,12,729.18,0,2180.47,156,Tacna,0,TECNICA
1,2,FAMILIAR,23,3898,0,12,1153.78,0,1736.23,175,Piura,0,TECNICA
1,2,PROPIA,36,5909,0,12,1300,0,403.57,204,Lima,0,UNIVERSITARIA
1,0,PROPIA,38,4964,9,12,1567.85,2100,5478.81,198,Junin,0,TECNICA
1,0,FAMILIAR,32,6304,61,12,3200,10990.72,0,200,Lima,1,UNIVERSITARIA
1,0,PROPIA,38,5360,81,12,8800,3125.8,3424.29,228,Lima,2,UNIVERSITARIA
0,0,PROPIA,34,3899,78,12,11588,106978.59,25228.2,214,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,36,5452,18,12,1060.81,800,2945.61,196,Lima,1,TECNICA
0,0,FAMILIAR,34,3779,0,12,1660,10153.77,6352.22,190,Lima,1,UNIVERSITARIA
1,0,PROPIA,65,6000,0,12,6700,0,1774.38,223,Ica,0,UNIVERSITARIA
1,0,FAMILIAR,26,4113,14,12,2900,8600,6078.87,208,Callao,1,UNIVERSITARIA
1,0,FAMILIAR,26,5482,25,12,1630,4167.95,2194.89,172,Lima,1,TECNICA
1,24,FAMILIAR,46,7186,47,12,3901.61,4508.11,0,186,Callao,1,UNIVERSITARIA
1,0,PROPIA,42,5270,8,12,8173,6490,37252.2,224,Piura,2,UNIVERSITARIA
0,0,FAMILIAR,33,5270,48,12,7000,39544.33,0,200,Lima,1,UNIVERSITARIA
1,23,FAMILIAR,41,3774,30,12,4300,1500,1280.19,185,Cajamarca,1,UNIVERSITARIA
1,2,FAMILIAR,40,5087,0,12,1800,0,5007.15,178,Loreto,0,TECNICA
0,2,FAMILIAR,23,4448,3,12,1368.6,1727.25,5501.75,156,Piura,1,TECNICA
1,0,FAMILIAR,35,4174,0,10,3000,7824.1,0,182,Arequipa,1,UNIVERSITARIA
1,6,FAMILIAR,21,4144,0,12,1277.67,700,5673.66,159,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,33,6031,8,0,2200,13363.57,3698.36,172,Lima,0,TECNICA
1,0,FAMILIAR,39,5301,14,12,2184,675.96,3070.46,209,Lima,0,TECNICA
1,0,FAMILIAR,46,4325,0,12,1500,0,0,182,Lima,0,TECNICA
1,0,FAMILIAR,37,5087,66,4,3050,1902.54,0,189,La Libertad,0,UNIVERSITARIA
1,0,PROPIA,30,4083,1,12,12000,2500,57094.38,207,La Libertad,2,UNIVERSITARIA
1,0,FAMILIAR,25,3939,0,9,889.98,0,875.13,169,Ica,0,TECNICA
1,0,PROPIA,40,4598,20,12,3900,9080.84,5629.67,233,La Libertad,0,UNIVERSITARIA
1,7,FAMILIAR,35,4295,0,12,4100,5171.3,0,194,Piura,0,TECNICA
0,51,FAMILIAR,40,6243,55,12,2500,2630.99,0,197,Lambayeque,2,TECNICA
1,55,FAMILIAR,45,4570,28,6,9000,31500,3137.96,199,Puno,0,UNIVERSITARIA
1,0,PROPIA,33,4295,8,12,1500,4649.73,2161.96,216,La Libertad,0,UNIVERSITARIA
1,0,FAMILIAR,24,3959,0,10,737.65,2936.29,2967.66,169,Callao,0,TECNICA
1,2,FAMILIAR,32,5737,65,12,2133.35,1400,8891.26,180,Lima,1,TECNICA
1,0,FAMILIAR,45,4629,22,12,930,6019.63,510.04,195,Lima,0,TECNICA
1,22,FAMILIAR,32,6396,40,12,1800,1331.75,0,195,Callao,1,TECNICA
1,38,FAMILIAR,26,6456,15,12,2100,300.16,478.32,186,Lima,3,TECNICA
1,25,PROPIA,31,5939,23,12,788.74,500,480,213,Callao,2,SECUNDARIA
1,0,FAMILIAR,52,11569,0,0,1500,24.8,1349.22,196,Lima,0,TECNICA
1,0,PROPIA,26,4629,0,1,6600,3983.1,0,188,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,41,5209,88,12,8500,2499.46,421.59,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,52,6425,90,12,7000,0,161.46,223,Lima,0,UNIVERSITARIA
1,2,FAMILIAR,21,3656,0,12,870.09,0,4812.53,156,Lima,0,TECNICA
0,2,PROPIA,33,6365,0,12,2700,0,10316.96,211,Lima,0,TECNICA
0,0,FAMILIAR,60,8496,85,12,10617,59176,0,231,Lima,3,UNIVERSITARIA
0,0,FAMILIAR,32,3635,5,12,1124.85,1600,1728.57,194,Lima,0,TECNICA
0,0,PROPIA,27,4782,0,12,2097.4,0,0,211,Lima,0,TECNICA
1,0,FAMILIAR,30,4874,0,6,3500,4118.81,8807.36,217,Lima,2,UNIVERSITARIA
1,1,FAMILIAR,39,4052,3,10,2300,3270,7324.34,217,Lima,1,UNIVERSITARIA
1,0,PROPIA,37,9073,18,12,2481.88,3150.21,0,222,Callao,0,UNIVERSITARIA
0,0,FAMILIAR,35,7917,100,12,10000,0,114.76,197,Lima,0,UNIVERSITARIA
1,0,PROPIA,33,4356,15,1,1424,1290.72,638.27,204,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,24,4264,26,12,1400,9560.2,8670.31,178,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,38,6059,24,12,3909.5,1990.96,1900,191,Ancash,1,TECNICA
1,8,FAMILIAR,23,6456,52,12,2100,1155,5480.09,195,Lima,4,UNIVERSITARIA
1,0,FAMILIAR,45,4721,0,12,2200,945,4179.14,197,Lambayeque,4,TECNICA
0,0,PROPIA,40,10473,78,12,4000,3800,0,242,Lima,0,TECNICA
1,0,FAMILIAR,24,3960,20,12,4500,10352.8,0,208,Callao,3,UNIVERSITARIA
0,22,FAMILIAR,26,6090,14,12,3575.67,1500,2649.65,169,Lima,0,TECNICA
1,2,PROPIA,33,6000,87,12,4800,4495.09,806.59,212,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,26,3930,15,12,6055,12529.67,6198.68,194,Tacna,2,UNIVERSITARIA
1,54,FAMILIAR,35,5482,49,12,800,0,0,177,Lima,1,TECNICA
1,25,FAMILIAR,51,4629,17,12,1007.33,0,0,180,La Libertad,2,TECNICA
0,12,FAMILIAR,36,6090,30,12,2100,0,9594.57,213,Lima,1,TECNICA
1,0,FAMILIAR,34,5179,29,12,1600,8196.26,5755.15,175,Lima,0,TECNICA
1,2,FAMILIAR,32,4984,0,12,1769.08,2076.2,5183.32,194,Lima,0,TECNICA
0,0,FAMILIAR,25,3990,0,12,1424.68,0,6462.92,171,Arequipa,0,TECNICA
1,2,FAMILIAR,26,4021,21,12,2343.24,871.04,17860.58,213,Lima,0,UNIVERSITARIA
1,0,PROPIA,26,5878,10,0,2000,4084.95,0,213,Lima,3,UNIVERSITARIA
1,0,FAMILIAR,24,3959,0,10,737.65,2936.29,2967.66,169,Callao,0,TECNICA
1,27,FAMILIAR,36,4539,32,12,1200,9716.09,0,204,Callao,0,UNIVERSITARIA
1,0,FAMILIAR,49,3766,0,10,1512.02,0,2058.69,182,Junin,0,TECNICA
1,1,PROPIA,21,3702,6,12,654.45,2134,1054.24,175,Lima,0,TECNICA
1,1,FAMILIAR,31,4116,0,12,744.16,2650,1542.89,175,Lima,2,TECNICA
1,0,PROPIA,22,5301,24,12,7000,97855,6534.73,201,Lima,0,UNIVERSITARIA
1,0,FAMILIAR,41,5209,0,12,1772.1,41928.96,0,213,Lima,0,UNIVERSITARIA
1,23,FAMILIAR,33,7247,19,5,2000,4963.86,782.29,160,Lima,1,TECNICA
1,0,PROPIA,48,5452,0,2,3500,6960.79,39220.86,194,Lima,1,TECNICA
0,0,PROPIA,59,6000,51,12,2400,763.94,1050.53,207,Junin,0,TECNICA
1,6,PROPIA,54,5179,83,12,2890,1806.68,16251.69,217,Cuzco,0,UNIVERSITARIA
1,0,FAMILIAR,30,4570,0,12,1000,0,1713.14,173,La Libertad,0,SECUNDARIA
1,0,FAMILIAR,33,5572,0,12,1187.35,3514.54,1791.17,175,Lima,1,TECNICA
0,0,PROPIA,44,7155,70,12,3350,38250,0,235,Ancash,1,TECNICA
1,27,FAMILIAR,35,4995,15,12,3300,355.1,6178.08,221,Cajamarca,1,UNIVERSITARIA
1,23,PROPIA,25,3899,15,2,3500,5105,0,208,Junin,1,UNIVERSITARIA
0,0,PROPIA,28,4233,20,12,2600,7395,230.5,206,La Libertad,0,UNIVERSITARIA
0,0,PROPIA,36,6335,64,12,17500,33931.08,0,214,Ancash,0,UNIVERSITARIA
